HTML,CSS,JS,REACTJS,NEXTJS,NODEJS,MONGODB,EXPRESSJS,FLASK,Development_Score
96,79,72,89,87,82,81,96,96,86
99,96,86,73,100,92,79,80,75,87
75,96,78,99,84,71,73,74,86,31
77,77,91,81,90,77,88,72,87,81
90,88,88,84,75,85,77,85,87,72
89,85,80,76,86,86,81,82,79,94
76,83,92,70,86,73,90,74,89,93
93,92,94,76,100,79,86,98,99,75
76,70,76,95,93,80,78,81,72,99
100,73,73,97,94,82,92,88,79,86
74,76,93,85,70,81,71,76,80,15
100,98,99,82,100,71,76,84,94,95
80,71,76,73,80,98,71,98,85,75
76,82,74,86,90,81,97,88,76,78
75,77,82,74,71,78,99,80,93,99
75,98,95,76,94,76,88,75,80,90
98,80,76,71,88,73,95,75,86,45
94,74,98,97,99,76,78,94,70,95
100,70,88,75,87,79,97,80,70,80
70,82,74,89,70,89,72,87,78,93
83,100,96,86,92,83,98,73,74,72
95,90,86,91,98,94,71,92,91,73
74,73,73,75,89,90,82,91,74,100
92,94,95,92,76,89,70,83,93,88
73,86,90,83,85,83,85,93,89,91
98,97,77,93,72,94,88,70,71,72
84,91,97,79,87,91,83,86,96,91
82,70,74,95,82,96,94,83,93,99
72,84,88,100,86,99,72,85,100,79
83,81,97,81,98,80,86,77,86,72
90,94,92,89,80,94,94,71,79,95
79,80,97,75,73,93,81,80,92,77
92,96,95,94,82,74,75,70,75,77
87,91,78,93,94,98,84,95,77,84
88,93,85,75,98,75,91,72,79,75
70,97,83,73,95,81,75,80,81,78
79,87,76,76,80,73,89,100,70,93
82,87,78,95,93,93,78,100,92,92
98,78,79,97,71,75,84,72,80,17
100,75,72,93,100,80,84,82,89,76
97,79,75,84,94,87,87,76,84,84
87,87,89,78,93,71,77,89,71,88
80,95,76,75,99,79,74,80,70,87
71,93,70,88,71,90,89,98,92,79
90,93,73,100,81,91,89,87,70,83
99,99,70,93,83,73,74,80,93,15
97,100,92,82,85,93,82,93,91,91
95,71,85,75,83,70,86,80,88,9
72,80,98,74,86,95,91,76,79,80
97,98,80,72,89,79,96,79,83,74
81,84,79,99,79,95,88,70,93,82
98,95,79,71,86,99,93,76,76,97
89,96,78,91,71,83,86,70,78,7
89,90,88,73,97,77,82,73,78,85
78,91,87,81,79,80,76,78,75,91
88,85,99,84,76,85,74,85,70,100
88,74,76,88,91,74,98,86,95,93
91,99,77,98,98,70,71,99,84,89
89,97,87,80,94,79,93,93,73,85
74,73,82,94,82,87,98,96,93,78
71,85,70,95,88,78,97,72,94,78
76,98,79,70,79,90,78,97,84,89
84,72,94,74,78,95,91,78,92,79
76,93,92,81,94,96,78,75,92,100
71,100,78,97,98,86,70,88,97,94
75,74,100,71,78,99,98,95,83,87
73,73,90,84,77,95,73,85,90,78
97,73,99,85,91,81,85,88,77,82
75,79,74,98,100,87,79,79,76,97
87,70,76,90,70,84,73,97,98,85
89,79,92,78,71,97,83,85,70,74
71,76,98,79,91,89,70,82,70,76
74,85,84,86,97,100,92,85,82,100
80,86,86,71,82,83,80,97,79,99
72,98,96,100,86,84,78,79,77,86
90,82,96,87,74,75,99,100,86,96
80,89,85,78,71,74,70,73,73,22
91,95,94,72,78,91,92,81,79,83
71,80,79,99,91,75,87,71,99,85
71,79,85,81,70,90,77,85,87,87
82,84,90,81,77,79,83,74,87,95
88,84,75,96,80,90,80,89,89,100
90,87,94,87,79,71,95,99,78,92
83,88,100,79,92,73,98,98,75,97
83,73,95,84,85,76,86,88,98,90
88,86,75,100,98,80,85,99,94,92
77,80,76,95,93,91,94,88,100,75
95,79,78,73,92,84,82,94,71,89
71,85,78,97,82,72,78,82,100,77
90,91,71,77,96,78,85,71,75,12
91,77,95,97,74,78,70,78,79,84
92,73,72,99,79,84,80,83,75,86
81,82,86,85,72,71,80,98,78,83
72,98,87,89,84,83,71,86,91,72
100,95,77,79,95,87,99,94,100,84
98,88,77,97,77,100,72,72,81,90
100,91,86,73,86,83,88,78,99,77
99,90,81,74,80,89,72,90,84,75
83,80,89,77,73,96,81,77,75,84
84,99,81,85,85,96,90,89,89,79
97,73,80,82,98,78,73,81,78,80
82,85,95,75,79,82,76,97,95,77
88,93,88,86,82,82,95,97,90,98
71,79,99,91,82,95,78,70,83,84
98,85,89,84,70,86,93,99,99,95
82,99,96,84,85,85,71,86,80,84
77,89,72,98,81,89,85,83,85,95
96,90,86,100,99,80,86,88,91,98
70,99,96,81,84,87,100,97,99,72
92,83,99,70,82,99,84,76,84,87
89,79,83,75,83,93,94,91,81,97
80,98,100,99,94,89,91,93,94,90
88,71,91,89,70,77,94,83,78,74
71,94,92,74,92,98,94,77,85,83
91,85,82,89,98,84,70,91,72,88
75,91,83,73,87,84,78,87,72,73
79,86,76,84,70,96,94,96,80,89
86,74,76,88,94,93,98,84,72,75
84,74,92,81,99,89,74,72,78,71
95,78,76,95,71,92,92,96,90,79
85,78,82,97,96,88,89,86,75,94
73,70,87,100,88,78,82,77,92,78
82,84,80,81,83,73,70,93,73,34
88,78,79,73,89,99,78,82,81,72
80,81,99,87,99,81,85,74,100,71
89,94,81,90,94,80,78,99,87,82
99,100,94,72,89,86,83,70,86,92
94,96,77,74,74,78,72,88,92,9
78,91,99,87,85,70,71,83,83,87
70,95,95,94,85,84,95,84,81,100
85,83,98,93,84,92,84,88,77,81
71,71,96,79,72,92,86,77,97,75
92,73,83,100,90,79,98,70,73,95
100,70,86,95,86,76,92,89,84,97
82,97,71,97,88,93,82,93,80,79
96,91,84,79,78,96,97,78,89,83
97,70,86,100,81,79,100,74,99,98
98,87,84,75,76,86,75,77,81,62
90,83,81,92,79,91,89,84,100,90
76,95,78,79,79,85,98,76,97,93
99,74,92,72,87,80,84,90,89,100
74,93,81,73,84,78,76,79,98,42
97,92,100,82,98,77,81,91,93,93
88,95,95,99,70,85,91,86,94,74
99,87,80,87,76,87,95,77,75,91
99,76,92,91,79,80,94,82,78,81
100,76,78,82,95,72,72,70,90,6
100,89,71,94,72,84,93,75,99,86
82,90,70,89,88,70,97,100,90,93
91,71,84,83,88,80,99,84,75,96
89,78,74,89,71,75,95,87,97,93
98,92,88,78,96,90,93,96,75,95
83,97,95,93,98,82,80,81,88,75
88,90,96,95,88,93,95,82,97,76
83,93,87,81,73,79,98,86,73,89
81,82,98,96,98,73,79,94,100,71
72,84,71,94,94,86,75,95,77,97
72,96,94,87,91,70,98,85,76,86
72,92,73,78,74,88,84,77,75,27
87,88,93,84,95,76,79,75,83,88
86,78,88,99,74,92,100,76,88,94
100,89,95,76,93,71,94,92,85,83
82,77,75,75,78,73,96,80,74,9
94,86,89,76,96,84,94,84,83,77
82,80,97,82,95,91,97,93,98,75
78,79,73,86,83,93,87,80,85,83
70,98,76,97,79,78,96,100,97,92
97,94,72,91,92,83,95,94,84,86
71,93,83,85,76,73,87,93,96,94
74,75,99,96,76,100,84,95,70,90
93,73,98,94,70,80,87,83,91,92
80,79,96,99,86,73,93,84,95,84
85,90,82,78,80,80,75,70,91,10
75,82,91,93,100,91,74,84,96,89
87,89,83,84,95,74,95,73,71,93
76,79,85,79,87,86,99,90,97,72
82,70,70,84,70,75,94,95,82,98
96,97,70,74,100,78,99,94,86,78
85,77,86,84,93,70,81,74,93,83
75,94,70,94,70,79,79,72,86,38
88,97,80,98,87,71,78,93,86,82
97,83,73,98,86,86,81,97,89,98
87,72,80,94,87,73,86,87,74,78
83,79,84,70,85,80,92,89,75,86
93,98,91,85,99,71,70,93,93,88
78,91,81,86,99,94,97,98,84,89
99,88,96,91,79,98,95,100,96,98
81,83,100,78,96,82,72,90,98,74
83,90,79,85,76,73,96,89,92,98
94,100,80,85,89,73,91,91,92,95
100,86,82,80,99,72,78,75,91,98
90,80,85,88,96,74,83,86,72,82
73,85,85,90,95,94,73,88,95,86
86,82,95,91,92,95,100,93,97,91
70,81,73,80,74,71,86,77,75,53
90,98,78,82,80,98,85,85,96,87
71,79,81,77,80,99,79,82,94,74
86,76,93,72,99,89,82,88,76,100
78,88,82,91,77,91,87,98,92,90
71,87,87,80,100,70,83,85,80,96
70,99,76,100,98,85,99,83,84,94
83,97,90,80,85,88,86,96,95,94
75,80,86,78,87,86,100,81,92,96
91,91,99,74,80,73,96,73,72,92
95,93,92,94,86,76,95,73,92,94
82,81,70,90,88,90,89,87,80,79
89,72,98,86,81,79,77,84,74,75
73,95,97,90,89,88,90,73,84,87
86,81,72,79,84,79,93,92,87,87
70,72,90,95,100,96,81,70,72,72
72,74,88,98,94,70,73,98,98,72
95,95,73,86,83,87,96,70,91,91
85,72,92,90,78,92,73,90,74,93
80,100,90,95,78,95,72,75,93,77
80,78,98,84,92,97,72,70,89,74
98,91,88,83,86,91,83,86,94,83
96,83,81,85,70,82,75,86,81,19
92,88,75,76,70,70,98,74,75,29
100,85,100,94,85,83,70,82,89,81
79,93,79,78,100,82,72,96,87,96
89,71,86,97,88,92,82,82,70,73
71,70,93,74,93,72,98,97,76,97
93,100,91,82,98,92,99,97,87,72
93,90,76,70,74,86,97,98,77,86
84,89,73,71,74,70,94,74,75,2
71,95,95,70,73,76,91,95,70,94
70,77,89,85,90,82,92,93,100,85
95,92,87,99,100,89,79,81,70,87
79,78,72,97,88,95,78,79,88,86
85,93,87,83,98,72,71,70,87,90
93,78,82,71,76,85,100,90,88,77
94,84,91,80,70,90,76,89,77,86
79,74,78,94,94,70,71,88,83,75
89,79,78,79,98,75,86,97,94,72
75,73,99,89,72,92,88,87,95,71
93,73,77,86,100,74,82,94,70,92
96,82,73,91,95,93,83,72,74,99
76,70,100,92,98,81,80,93,77,83
94,75,97,91,71,88,89,89,93,86
83,70,79,85,99,73,96,97,98,75
80,85,96,89,70,85,88,90,91,73
78,78,78,96,86,81,94,82,77,97
85,87,98,96,70,70,81,75,78,97
92,74,96,85,87,86,87,70,88,85
91,98,77,72,95,94,95,74,92,86
77,88,87,87,90,100,70,84,87,81
98,94,76,85,100,85,84,75,78,95
76,83,80,90,100,85,94,75,91,89
96,85,89,98,85,81,86,74,96,88
94,82,77,93,74,81,78,72,72,40
70,94,91,87,93,81,78,78,87,78
87,98,76,96,73,82,86,93,71,92
83,72,74,83,72,92,76,99,87,89
82,98,92,96,91,79,94,82,85,92
78,71,92,74,98,91,86,92,91,75
73,86,78,89,71,93,87,90,96,87
91,80,82,77,96,70,86,81,73,75
90,82,100,98,78,96,99,76,92,84
93,100,74,74,86,99,78,75,94,77
88,85,90,71,79,85,74,84,82,79
82,82,84,83,77,80,87,93,73,98
95,79,100,70,98,74,82,70,92,87
77,72,72,76,73,72,84,77,72,34
98,99,76,87,80,80,86,97,75,78
77,70,98,79,97,94,100,88,72,92
73,80,84,70,78,80,88,82,95,83
85,73,70,89,82,70,74,74,83,47
96,92,83,77,73,76,89,88,84,91
91,73,99,88,100,100,78,90,82,99
83,92,97,83,91,79,85,100,74,80
92,96,75,95,71,82,98,82,88,88
87,97,88,70,77,91,85,98,71,73
77,75,85,92,80,86,92,88,80,82
97,77,91,73,80,77,78,95,71,86
85,100,75,90,90,95,96,88,97,88
77,83,93,85,81,74,93,95,100,87
93,88,87,78,71,94,89,81,98,77
71,79,70,73,94,81,78,73,78,29
100,97,75,70,79,98,83,91,94,89
98,87,75,87,89,85,84,85,77,93
82,92,80,97,98,94,76,86,87,98
91,92,88,94,82,84,92,99,91,93
98,91,70,98,85,74,95,72,92,78
79,88,74,76,83,72,82,82,79,20
71,75,77,73,94,81,97,84,77,96
76,83,92,88,83,91,82,98,90,95
70,96,88,98,97,70,73,79,72,98
96,89,78,72,97,75,75,92,94,97
81,92,99,70,85,100,93,74,78,77
79,82,84,81,74,74,100,97,97,71
99,87,81,96,72,95,94,76,86,78
88,97,87,70,94,93,100,74,96,89
97,71,70,76,98,80,80,100,87,99
86,71,76,76,79,91,90,72,99,90
81,72,80,98,81,94,73,94,85,90
89,87,100,73,91,75,90,100,84,80
70,72,74,91,99,86,99,83,78,100
99,72,95,82,72,80,71,93,84,82
82,88,91,85,87,76,82,73,78,94
99,79,78,76,84,97,77,88,80,71
74,71,79,85,92,82,77,78,80,94
80,92,95,100,85,79,98,93,81,95
94,75,97,81,79,87,87,73,100,95
78,76,87,77,80,76,78,77,72,3
86,71,84,83,98,87,85,89,91,74
73,94,89,75,75,95,80,95,86,79
93,97,72,100,82,91,72,85,84,85
80,87,84,74,85,99,85,86,78,94
96,92,72,89,82,91,72,97,76,96
98,75,78,81,84,90,89,72,79,85
70,88,88,92,92,82,100,81,70,96
88,98,93,85,94,92,92,97,84,98
85,80,93,75,80,72,84,70,76,70
70,86,78,98,95,92,82,80,98,82
89,75,70,76,81,100,91,89,92,73
88,86,73,72,70,87,96,90,84,90
77,70,89,83,73,74,92,82,97,79
93,84,75,70,92,88,100,82,98,84
98,75,84,85,93,92,85,79,91,83
78,78,86,86,86,93,81,82,99,94
81,83,79,92,88,98,71,73,88,98
76,95,84,84,93,75,72,75,100,82
85,71,100,97,76,99,80,95,99,71
76,73,98,93,89,76,73,98,81,89
74,92,98,99,99,98,95,88,95,100
74,96,99,88,90,99,72,96,95,86
80,76,98,86,94,78,90,78,79,82
82,84,91,100,74,98,72,96,96,80
77,89,79,82,100,98,72,98,91,72
77,98,100,78,99,91,90,81,80,88
71,87,78,71,71,72,85,88,73,12
92,94,87,89,94,99,87,79,80,99
98,86,95,93,94,92,93,89,85,94
89,82,71,93,100,96,71,94,83,76
73,86,82,73,72,81,91,92,77,82
71,75,100,91,79,81,90,79,79,98
92,72,89,79,98,78,89,88,83,98
71,74,89,98,98,77,76,75,80,99
81,87,88,79,94,98,94,100,90,92
83,72,87,93,84,75,79,96,81,74
76,86,70,95,87,95,84,88,97,71
70,99,74,84,100,72,70,77,81,42
96,91,94,88,94,94,100,81,100,93
82,97,70,88,75,77,73,74,94,39
91,97,76,92,73,89,73,99,84,72
96,90,74,93,78,71,96,76,86,72
85,86,89,95,92,71,80,71,70,86
95,71,98,100,92,78,91,95,71,71
97,84,79,84,79,98,94,92,96,74
86,97,78,87,73,78,85,73,85,29
88,70,92,100,75,79,85,73,91,91
91,82,85,89,99,98,75,95,80,90
93,98,72,89,79,98,97,99,100,84
70,89,80,95,95,81,83,94,77,90
80,73,97,76,79,88,94,95,73,96
71,95,90,87,83,95,85,91,80,85
79,86,83,91,73,88,71,76,78,77
97,88,85,91,94,85,87,92,90,77
90,80,76,78,73,94,100,99,82,88
96,95,94,98,73,88,71,78,81,99
71,75,74,99,74,89,91,74,96,93
73,98,78,98,91,96,79,85,79,72
98,79,98,88,79,75,99,86,74,90
95,75,100,96,93,96,100,84,94,85
96,88,87,98,73,77,96,85,93,71
88,89,72,79,71,73,75,80,83,52
85,96,90,88,71,94,100,86,78,87
86,84,99,76,91,92,100,88,99,90
72,98,96,70,73,97,87,95,77,99
88,92,92,97,94,75,70,77,70,95
88,80,90,93,94,84,92,94,80,83
88,98,90,79,93,81,70,93,76,82
86,98,98,95,97,79,100,97,75,94
86,87,74,87,99,95,86,91,85,92
77,93,82,98,93,85,80,75,96,85
72,70,87,74,82,79,74,95,83,94
86,70,100,94,71,76,79,89,76,75
93,85,74,98,97,81,86,85,89,77
95,85,88,95,84,81,90,79,98,78
95,98,91,71,76,82,72,84,70,67
95,72,94,79,96,96,84,91,96,91
75,89,84,93,90,76,94,98,98,99
99,90,96,99,74,99,73,91,87,84
72,86,87,87,93,93,71,82,99,80
91,84,74,72,74,74,74,72,100,28
72,89,92,97,97,97,99,87,95,95
89,73,70,95,85,77,86,77,76,96
94,77,90,93,99,100,96,95,81,84
85,100,81,88,100,79,76,81,89,84
74,85,78,76,89,91,95,83,80,72
76,98,79,98,78,73,85,79,88,92
93,100,86,78,82,70,71,82,93,66
78,76,85,88,76,75,87,88,80,100
98,81,98,95,79,82,81,100,90,88
79,89,87,73,97,93,74,74,98,92
97,81,95,72,98,77,91,71,87,74
78,82,76,79,78,99,91,84,74,91
81,70,81,91,75,88,88,85,100,91
88,72,92,79,96,87,95,82,95,89
87,72,95,97,92,72,92,94,96,86
95,81,100,96,89,76,94,99,93,98
77,78,83,74,99,90,88,90,85,74
93,81,90,73,77,76,84,99,99,89
75,74,83,90,82,79,87,98,100,93
73,77,93,80,86,87,90,94,95,85
80,85,81,82,96,85,92,95,90,71
70,100,85,84,75,81,77,76,71,15
81,90,83,85,80,89,78,79,86,92
81,75,88,80,78,90,98,75,96,90
94,94,93,94,85,89,85,75,74,71
90,73,71,97,75,78,97,86,83,87
76,91,88,70,98,89,100,99,94,75
84,87,72,87,99,71,79,80,96,100
93,72,76,77,88,87,82,82,93,75
88,92,81,86,99,100,97,91,81,96
97,82,94,81,88,83,76,82,75,77
93,88,88,73,88,78,85,96,73,83
75,77,96,98,93,85,100,74,90,82
91,79,92,82,98,95,83,76,98,74
89,75,76,74,90,87,92,81,75,100
96,70,73,88,81,84,72,92,96,95
97,95,89,100,97,77,80,85,78,74
72,74,89,83,97,95,84,75,96,93
95,73,77,88,96,74,82,85,70,91
82,100,91,80,90,77,94,77,93,91
97,83,82,72,73,100,96,89,84,76
84,99,96,90,82,78,97,94,79,94
98,81,83,70,83,83,77,85,83,85
70,85,87,76,84,93,86,100,88,91
92,82,78,93,93,84,94,95,72,89
93,70,85,77,98,92,82,100,77,76
86,91,92,83,96,90,99,90,76,100
100,96,84,85,88,75,92,70,81,82
87,85,81,89,82,77,96,98,99,84
95,91,70,95,90,76,84,98,91,88
82,82,97,78,93,84,73,82,96,98
81,74,76,77,74,78,83,95,81,82
73,89,98,77,86,77,90,98,99,94
96,70,89,71,73,93,90,70,76,94
70,78,72,81,88,84,100,91,85,85
79,91,98,96,96,75,98,86,90,89
97,91,93,98,86,90,88,87,80,98
93,76,79,76,74,81,85,98,94,78
90,87,72,89,84,74,82,88,81,79
99,92,90,74,75,76,95,79,85,75
77,78,96,73,90,100,90,77,94,75
76,84,90,72,86,80,78,74,94,5
79,84,97,98,83,73,90,89,71,93
81,70,93,89,74,75,99,93,80,73
77,76,73,75,85,89,84,83,92,75
81,98,81,85,84,98,82,80,99,71
86,90,84,83,79,81,85,84,79,81
100,73,96,92,98,78,90,89,100,96
78,90,94,93,89,80,80,76,90,91
79,73,74,74,80,100,78,97,85,90
78,91,99,73,100,71,83,72,87,71
90,75,80,90,87,81,74,78,89,77
97,95,87,88,72,78,73,100,86,85
86,100,92,92,71,78,78,74,84,87
84,72,88,97,72,75,73,93,100,99
82,96,82,96,80,74,70,78,86,7
91,70,72,84,95,90,100,95,92,100
99,79,77,81,94,91,84,96,78,96
93,94,79,89,78,84,92,90,90,98
70,71,95,88,99,83,77,75,81,72
95,96,98,84,83,90,98,70,97,96
80,97,94,72,88,87,89,97,71,83
98,94,97,95,76,77,88,91,84,82
79,91,98,70,75,82,83,72,80,12
72,88,79,96,84,80,84,95,96,76
93,82,74,73,82,78,94,86,71,95
93,74,85,76,70,97,95,81,90,85
80,81,88,95,81,81,83,71,71,100
94,98,73,89,92,95,85,79,82,93
71,72,88,75,88,96,90,89,88,92
77,83,79,72,75,98,84,92,92,91
87,83,88,97,95,79,84,73,92,92
71,72,76,92,85,100,79,88,97,100
86,97,88,74,92,89,82,82,80,81
80,85,84,86,91,87,97,88,73,74
91,91,92,74,76,71,70,81,79,31
77,70,81,71,96,97,79,91,86,81
95,72,76,81,77,89,81,72,86,23
97,78,79,91,75,94,70,91,81,77
74,82,96,84,91,99,80,77,74,78
71,81,97,71,95,85,90,72,79,71
88,77,76,70,81,98,97,74,85,95
94,73,86,93,90,71,100,81,70,71
99,81,81,81,88,94,86,89,93,73
93,95,97,80,82,96,77,79,77,78
89,77,78,76,83,97,71,94,80,98
77,82,90,84,97,72,92,83,99,81
84,71,98,88,81,94,89,73,72,71
74,72,94,84,88,71,81,74,91,84
86,83,97,96,91,79,72,73,75,71
93,100,94,91,85,76,84,99,90,76
99,97,100,94,89,95,80,91,90,91
70,74,82,90,83,78,86,84,90,97
100,76,96,91,91,81,92,75,90,76
85,95,74,78,83,77,83,81,100,34
79,99,89,89,95,90,82,98,88,80
84,77,92,90,79,72,100,90,72,82
95,74,85,86,75,95,89,89,85,80
93,71,89,84,87,70,95,98,98,92
88,81,77,75,81,76,87,91,83,72
77,93,89,91,83,74,78,77,71,94
97,85,82,76,85,76,96,83,83,98
81,70,70,81,89,90,84,73,76,92
85,72,76,98,93,91,75,85,93,83
77,92,91,75,79,85,80,82,98,86
75,93,70,90,88,81,93,96,75,83
99,87,100,82,76,92,82,90,77,74
99,90,86,78,89,82,71,73,99,61
98,94,71,73,87,74,88,79,87,42
99,94,90,79,74,86,91,82,92,93
86,78,93,81,83,83,77,92,74,84
88,100,97,83,78,99,76,96,95,73
95,77,83,91,97,83,80,83,90,97
100,77,72,97,98,98,92,87,72,89
100,82,81,84,87,74,76,80,95,92
96,80,96,84,79,84,100,100,82,95
83,86,82,79,94,70,70,99,84,71
85,81,95,93,75,75,81,94,84,75
73,93,73,99,71,96,100,93,81,87
76,89,78,100,78,77,83,70,92,71
90,92,81,94,71,82,99,96,73,89
89,87,88,85,96,83,99,98,77,89
81,78,75,95,87,71,92,77,93,74
83,75,79,77,99,100,86,94,98,89
81,86,82,88,81,85,94,100,96,76
74,94,85,94,75,80,86,95,92,98
83,75,94,92,99,97,80,81,82,85
73,76,71,75,100,75,87,99,89,74
77,77,98,77,77,70,71,81,84,23
73,97,94,72,83,91,92,77,82,97
92,88,91,74,100,82,97,95,89,87
70,85,99,98,92,93,71,76,75,81
74,98,73,71,79,91,74,87,79,22
92,91,97,84,100,96,78,80,95,71
90,94,94,98,86,90,78,92,85,79
75,91,80,92,86,73,98,84,70,84
91,99,98,89,70,78,81,73,97,85
91,82,76,77,97,82,80,78,94,94
93,85,79,80,100,81,97,100,83,99
88,81,87,90,86,72,70,98,88,71
98,73,92,97,85,100,81,90,90,72
82,86,77,82,89,95,74,87,84,88
81,98,86,94,84,71,75,86,85,88
86,94,89,78,96,74,92,70,75,76
93,83,86,94,88,70,70,82,83,90
96,75,96,75,70,99,83,72,92,78
79,88,88,88,97,92,73,89,88,71
79,96,94,71,73,93,75,99,76,85
85,98,76,87,89,95,95,91,88,80
78,98,89,79,82,87,85,91,86,100
91,82,81,79,70,99,77,90,91,74
87,71,85,81,78,72,91,95,90,80
99,97,73,95,71,77,79,85,92,68
80,87,91,83,77,92,84,86,90,79
87,75,92,99,83,92,72,76,84,75
90,93,100,97,85,85,77,76,75,99
71,91,82,81,84,96,78,100,71,81
86,96,98,74,80,91,88,93,76,73
71,85,81,92,84,100,70,94,82,97
92,75,82,87,72,70,84,95,82,74
74,94,82,91,74,97,88,90,93,80
97,87,90,91,79,93,77,84,90,77
94,89,97,94,96,92,91,73,71,71
93,75,97,100,72,76,79,92,75,97
85,71,93,86,82,70,75,74,94,7
82,97,92,87,98,81,76,84,72,87
85,70,96,85,93,99,81,88,96,94
77,92,81,84,71,98,99,99,86,77
76,82,70,75,82,80,79,85,96,32
95,93,92,89,86,86,73,74,97,79
92,83,89,79,83,97,70,80,95,81
92,87,85,98,96,87,77,97,79,89
95,79,74,79,87,90,93,75,72,72
77,100,99,78,74,98,71,71,76,93
86,79,81,71,79,89,70,73,82,10
81,80,98,79,84,74,94,86,97,73
74,71,78,75,87,83,88,83,77,87
86,97,72,98,79,86,96,80,77,80
70,82,90,73,76,83,74,93,97,99
99,80,86,74,89,72,74,95,84,73
88,85,77,82,85,72,70,78,100,34
78,91,95,86,93,71,78,99,93,91
88,82,74,78,82,70,94,84,73,95
73,100,89,79,97,94,99,75,96,77
93,81,99,89,85,72,83,70,79,72
100,84,76,73,83,93,85,83,72,71
86,90,83,87,72,99,91,88,72,77
81,91,74,79,78,70,82,72,88,19
80,85,75,93,72,88,75,77,91,42
82,81,99,79,72,73,70,82,93,5
73,91,80,88,80,81,80,75,81,93
96,78,94,79,72,72,89,97,92,74
85,72,79,93,80,77,75,89,80,89
97,96,90,81,85,87,82,91,72,98
84,91,97,90,83,87,100,97,98,91
83,74,90,83,94,96,77,97,97,89
92,100,84,97,98,84,99,88,95,84
89,75,88,96,94,77,75,89,92,73
98,84,96,72,79,84,93,85,86,74
88,80,85,74,74,95,83,87,95,78
77,74,76,100,85,92,83,74,93,88
78,73,73,85,93,86,84,73,75,74
85,98,73,75,74,85,99,94,85,81
79,78,73,98,83,73,81,93,79,86
100,73,87,82,82,83,100,87,70,73
90,85,84,91,94,74,98,75,75,77
72,85,81,73,70,73,70,100,90,63
96,96,77,93,74,99,95,71,81,72
91,86,76,80,73,74,75,80,70,0
94,79,89,93,90,80,93,100,86,96
77,96,82,96,89,87,96,91,85,71
71,74,87,72,96,91,86,85,75,76
88,76,87,83,75,77,84,84,84,89
85,70,80,96,98,94,74,74,98,77
97,90,75,71,75,83,80,73,93,68
98,96,94,78,93,72,95,85,80,91
96,73,70,94,90,91,85,88,85,98
80,95,77,100,92,70,95,97,90,88
95,78,97,96,81,91,77,95,86,94
79,96,76,88,94,75,90,93,93,96
97,97,88,87,84,71,83,90,79,83
97,85,76,77,79,84,77,82,81,32
77,84,95,81,80,88,83,96,87,80
82,73,100,86,88,96,78,92,76,79
70,76,95,76,89,76,77,85,72,87
82,79,87,76,90,90,99,74,100,71
92,94,96,93,91,76,94,99,96,71
91,86,73,93,92,85,88,79,72,77
96,72,97,100,86,100,79,86,91,74
99,99,86,90,73,90,92,75,81,98
94,91,94,89,86,86,79,76,98,93
85,98,82,72,71,85,99,75,75,91
82,76,74,93,76,71,100,86,82,82
99,94,90,97,96,90,97,85,95,86
89,71,74,87,97,76,80,94,94,84
80,91,86,85,82,91,74,89,85,93
97,91,91,85,85,83,75,71,100,80
83,85,92,99,89,82,84,81,78,84
95,87,90,83,89,94,73,77,77,77
91,91,85,96,93,97,98,97,79,74
94,100,90,96,86,70,100,87,79,72
95,90,73,70,73,73,95,73,86,17
78,99,88,82,73,74,98,82,92,86
85,91,74,77,85,99,70,92,97,79
75,80,85,74,85,76,88,70,78,36
87,82,95,84,72,93,97,79,78,79
82,85,72,91,92,84,86,83,76,95
89,85,90,77,73,100,89,93,84,100
74,82,75,97,96,99,74,86,76,78
75,71,80,76,91,90,77,74,96,94
87,91,85,83,81,86,74,83,75,90
84,76,83,87,70,75,72,74,81,17
100,80,82,85,100,87,100,86,86,74
98,80,89,79,98,85,71,86,91,86
99,89,79,82,81,84,76,96,91,74
90,95,97,82,81,81,97,71,74,76
94,94,71,92,95,99,89,82,98,73
72,80,85,70,88,80,78,83,100,88
78,76,85,72,98,88,73,76,92,85
97,81,99,87,97,100,74,92,92,78
91,95,79,81,77,88,84,70,72,17
96,87,87,99,99,71,74,98,70,94
79,89,99,79,74,87,90,95,84,93
89,77,86,100,81,90,99,99,96,73
81,95,70,95,95,73,77,70,96,5
84,87,70,80,92,71,70,100,81,92
85,91,91,79,87,84,86,99,79,96
72,95,99,90,85,75,72,78,80,100
90,82,87,95,91,97,93,96,91,91
73,91,93,77,82,79,71,77,75,60
85,87,86,75,82,92,83,99,95,94
90,99,79,93,80,82,81,78,73,85
76,93,98,91,71,76,98,78,74,97
84,87,73,88,89,95,76,95,77,82
86,82,93,90,97,92,80,96,70,75
71,86,74,99,99,75,95,94,93,77
76,97,90,99,84,88,85,94,82,92
74,72,72,88,83,85,91,86,96,97
73,82,77,88,74,71,84,71,80,44
82,92,79,72,74,72,75,82,79,34
88,77,87,72,93,93,86,77,79,96
71,81,92,75,71,90,92,93,72,93
86,98,76,98,90,74,92,70,77,83
81,83,85,79,84,90,93,95,84,96
79,90,97,76,95,72,71,75,90,73
78,79,73,96,72,78,93,91,86,99
83,79,82,81,96,70,97,91,98,72
88,88,75,82,88,82,96,95,91,98
90,73,93,71,84,81,99,96,76,93
89,87,100,92,82,86,73,94,83,74
89,97,82,72,95,95,87,83,84,87
72,70,95,93,86,72,83,72,82,76
